Unnamed: 0,title,duration,album,date,artist,genre,style,id,country,source,lyrics,language,clean_lyrics,sentiment_score,year,month,day
6450,Tighten It Up,206800.0,Recover (deluxe),2020,Confide,,,f80bad65-fa13-31f2-908f-be0a1424992d,,musicbrainz,"1 ContributorTighten It Up LyricsI can't stop don't tell me to stop now
I'm going I'm leaving for you
Don't try to hold me back because
Nothing will stop me
I can't stop don't tell me to stop now
I'm going I'm leaving for you
Don't try to hold me back because
Nothing will stop me

I'll be the one to break the mold and move on
I'll be the one to break the mold and move on

So come to me
(I'll make you clean)
I'll make you clean cuz I can see
(What you are going through)
What you're going through
So come to me
(I'll make you clean)
I'll make you clean cuz I can see
(What you are going through)
What you're going through
So come to...

I'm so sure this is where you want me
I'm seeing the way that you do
I need a sign right now because
I'm waiting for something
I'm so sure this is where you want me
I'm seeing the way that you do
I need a sign right now because
I'm waiting for something


I'll be the one to break the mold and move on
I'll be the one to break the mold and move on

So come to me
(I'll make you clean)
I'll make you clean cuz I can see
(What you are going through)
What you're going through
So come to me
(I'll make you clean)
I'll make you clean cuz I can see
(What you are going through)
What you're going through
So come to...

We've come too far to
Lose all that you build
It's all that we have
It's all that we know
We've come too far to
Lose all that you build
It's all that we have
It's all that we know

So come to me
I'll make you clean cuz I can...
(I can see!)
(What you are going through)
What you're going through
So come to me
(I'll make you clean)
I'll make you clean cuz I can see
(What you are going through)
What you're going through
So come to me
I'll make you clean cuz I can...",en,I can't stop don't tell me to stop now I'm going I'm leaving for you Don't try to hold me back because Nothing will stop me I can't stop don't tell me to stop now I'm going I'm leaving for you Don't try to hold me back because Nothing will stop me I'll be the one to break the mold and move on I'll be the one to break the mold and move on So come to me (I'll make you clean) I'll make you clean cuz I can see (What you are going through) What you're going through So come to me (I'll make you clean) I'll make you clean cuz I can see (What you are going through) What you're going through So come to... I'm so sure this is where you want me I'm seeing the way that you do I need a sign right now because I'm waiting for something I'm so sure this is where you want me I'm seeing the way that you do I need a sign right now because I'm waiting for something I'll be the one to break the mold and move on I'll be the one to break the mold and move on So come to me (I'll make you clean) I'll make you clean cuz I can see (What you are going through) What you're going through So come to me (I'll make you clean) I'll make you clean cuz I can see (What you are going through) What you're going through So come to... We've come too far to Lose all that you build It's all that we have It's all that we know We've come too far to Lose all that you build It's all that we have It's all that we know So come to me I'll make you clean cuz I can... (I can see!) (What you are going through) What you're going through So come to me (I'll make you clean) I'll make you clean cuz I can see (What you are going through) What you're going through So come to me I'll make you clean cuz I can...,0.922283947467804,2020.0,,
6451,The View From My Eyes,216213.0,Recover (deluxe),2020,Confide,,,c6f0c67c-7b67-3af2-afd6-245c8edc9c52,,musicbrainz,"2 ContributorsThe View from My Eyes LyricsAfter everything we've been through
After all the times I've felt you
You wouldn't think I'd ask you why I'm here

It's all because I believe in you
I know now you believe in me too

I could not believe in all the things you told me
If you had never shown me

After all the gaps I fell through
After all the times I left you
I wouldn't think your answer would be so clear

It's all because I believe in you
I know now you believe in me too

This doesn't mean I'll stop
I never thought that I'd believe
But now you feel so real to me

I could not believe
You showed me",en,After everything we've been through After all the times I've felt you You wouldn't think I'd ask you why I'm here It's all because I believe in you I know now you believe in me too I could not believe in all the things you told me If you had never shown me After all the gaps I fell through After all the times I left you I wouldn't think your answer would be so clear It's all because I believe in you I know now you believe in me too This doesn't mean I'll stop I never thought that I'd believe But now you feel so real to me I could not believe You showed me,0.9795087575912476,2020.0,,
6452,Now or Never,204400.0,Recover (deluxe),2020,Confide,,,c15d8d73-0ac9-350a-ac1f-546258f2e10e,,musicbrainz,"1 ContributorNow or Never Lyrics[Verse 1]
You have my attention, there is not a question
You know what I'm feeling
You'll show me the way out
It's a certain feeling that I can't describe
I see your face when I close my eyes
There's something that's missing
I'm not one to listen
You've told me before but my ears are all yours now
It has to be now or never you can't wait on me forever

[Pre-Chorus]
And if you know me all so well, you know I haven't been so well
And if you know me all so well, you know I haven't been so well lately

[Chorus]
I said I would try to get through this
But we know it won't last forever
Don't let me go (Don't let me go)
I said I would try to get through this
But we know it won't last forever
Don't let me go (Don't let me go)
Don't let me go

[Post-Chorus]
This could be, this could be the death of us all


[Verse 2]
I won't keep you waiting, I know that I'm changing
This just gives me reason to prove that I'm willing
I almost close down from all that I hide
I know things are better when you're by my side
I'm hoping you see that I'm honestly trying
To keep my ways clean and to show you a better side
This is it, a new me for you
A new beginning is all I can do

[Chorus]
I said I would try to get through this
But we know it won't last forever
Don't let me go (Don't let me go)
I said I would try to get through this
But we know it won't last forever
Don't let me go (Don't let me go)
Don't let me go

[Bridge]
If I believed in myself as much as I believe in you
This would be so much easier but it's not so come and get me
I can't keep bringing myself down
I tear myself apart
It has to stop


[Chorus]
I said I would try to get through this
But we know it won't last forever
Don't let me go (Don't let me go)
I said I would try to get through this
But we know it won't last forever
Don't let me go (Don't let me go)
Don't let me go

[Outro]
And if you know me all so well, you know I haven't been so well",en,"You have my attention, there is not a question You know what I'm feeling You'll show me the way out It's a certain feeling that I can't describe I see your face when I close my eyes There's something that's missing I'm not one to listen You've told me before but my ears are all yours now It has to be now or never you can't wait on me forever And if you know me all so well, you know I haven't been so well And if you know me all so well, you know I haven't been so well lately I said I would try to get through this But we know it won't last forever Don't let me go (Don't let me go) I said I would try to get through this But we know it won't last forever Don't let me go (Don't let me go) Don't let me go This could be, this could be the death of us all I won't keep you waiting, I know that I'm changing This just gives me reason to prove that I'm willing I almost close down from all that I hide I know things are better when you're by my side I'm hoping you see that I'm honestly trying To keep my ways clean and to show you a better side This is it, a new me for you A new beginning is all I can do I said I would try to get through this But we know it won't last forever Don't let me go (Don't let me go) I said I would try to get through this But we know it won't last forever Don't let me go (Don't let me go) Don't let me go If I believed in myself as much as I believe in you This would be so much easier but it's not so come and get me I can't keep bringing myself down I tear myself apart It has to stop I said I would try to get through this But we know it won't last forever Don't let me go (Don't let me go) I said I would try to get through this But we know it won't last forever Don't let me go (Don't let me go) Don't let me go And if you know me all so well, you know I haven't been so well",-0.9838290810585022,2020.0,,
6453,"Delete, Repeat",161920.0,Recover (deluxe),2020,Confide,,,b40a5341-8be5-3242-be20-9c011d1ab7a4,,musicbrainz,"2 ContributorsDelete, Repeat LyricsYou never did, tell me what you wanted
I've been waiting, I've been taking notes
All along

What did you expect to happen
When you left us out
Did you think we would give up?
Just look at us now

It's not the same without you here
And so we all agree
I really hope your dreams come true
And that you think about me

Absolutely lost and broken
How can you say we need you now?
We need you now and forever

[Chorus:]
You never did tell me what you wanted
I've been waiting, I've been taking notes
All along
For what you said, for what you did
You've been waiting, you've been loosing hope
For so long


I thought you knew that this was coming
I sung this just for you
But don't be afraid to sing along
Because it's all that you can do

I hear your name a thousand times
Everywhere I go
If it's declared that we've moved on
I want everyone to know

Look at me now!

[Chorus:]
You never did tell me what you wanted
I've been waiting, I've been taking notes
All along
For what you said, for what you did
You've been waiting, you've been loosing hope
For so long

Absolutely lost and broken
How can you say we need you now?
We need you now and forever",en,"You never did tell me what you wanted I've been waiting, I've been taking notes All along For what you said, for what you did You've been waiting, you've been loosing hope For so long I thought you knew that this was coming I sung this just for you But don't be afraid to sing along Because it's all that you can do I hear your name a thousand times Everywhere I go If it's declared that we've moved on I want everyone to know Look at me now! You never did tell me what you wanted I've been waiting, I've been taking notes All along For what you said, for what you did You've been waiting, you've been loosing hope For so long Absolutely lost and broken How can you say we need you now? We need you now and forever",0.7959026098251343,2020.0,,
6454,My Choice of Words,212600.0,Recover (deluxe),2020,Confide,,,56a23e22-6d28-36e9-acf0-bdd18f158641,,musicbrainz,"3 ContributorsMy Choice of Words LyricsDon't turn your back on me, you're not my friend
If it was up to me, I'd never see you again
But the next best thing is that you're on your own
I really don't care where you go
It's not right that I'm thinking like this

Are you even listening? This can't be it
I've come to conclusion you're stuck in confusion
You left me alone when I needed you most
Is this it, are you listening?
I've come to conclusion you're stuck in confusion
You left me alone when I needed you most

I know now that you don't understand
What it means to be a faithful friend
But I hope you realize on your own
The very best thing is that we still have hope

You never admit you're wrong
And I could never keep this to myself
You never admit you're wrong
Like I could never tell

Are you even listening? This can't be it
I've come to conclusion you're stuck in confusion
You left me alone when I needed you most
Is this it, are you listening?
I've come to conclusion you're stuck in confusion
You left me alone when I needed you most


Don't tell me to close my mouth
Don't tell me to keep this down
This cannot be, you won't be laughing at me anymore
This cannot be, you won't be laughing at me at all

Are you even listening? This can't be it
I've come to conclusion you're stuck in confusion
You left me alone when I needed you most
Are you listening? You left me alone. x3
Are you listening?
You left me alone when I needed you most. x5",en,"Don't turn your back on me, you're not my friend If it was up to me, I'd never see you again But the next best thing is that you're on your own I really don't care where you go It's not right that I'm thinking like this Are you even listening? This can't be it I've come to conclusion you're stuck in confusion You left me alone when I needed you most Is this it, are you listening? I've come to conclusion you're stuck in confusion You left me alone when I needed you most I know now that you don't understand What it means to be a faithful friend But I hope you realize on your own The very best thing is that we still have hope You never admit you're wrong And I could never keep this to myself You never admit you're wrong Like I could never tell Are you even listening? This can't be it I've come to conclusion you're stuck in confusion You left me alone when I needed you most Is this it, are you listening? I've come to conclusion you're stuck in confusion You left me alone when I needed you most Don't tell me to close my mouth Don't tell me to keep this down This cannot be, you won't be laughing at me anymore This cannot be, you won't be laughing at me at all Are you even listening? This can't be it I've come to conclusion you're stuck in confusion You left me alone when I needed you most Are you listening? You left me alone. x3 Are you listening? You left me alone when I needed you most. x5",-0.9824326038360596,2020.0,,
6455,People Are Crazy,167520.0,Recover (deluxe),2020,Confide,,,eba01f12-ce4e-3af0-a00f-65a0e939a11c,,musicbrainz,"1 ContributorPeople Are Crazy LyricsNow and then you'll show your face again
And you think we're still friends but I know you all to well
Where did you go? Back to where we started
Where did you go? Back to all we know, all we know

So raise your hands and sing along to a song about a broken one
Who's seen this all before?
X2
We should be everything that we could be
If only you could see how much you mean to me
Where did I go? Back to where I started
Where did I go? Back to all I know, all I know

So raise your hands and sing along to a song about a broken one
Who's seen this all before?
X2
When did we turn from all that we know? x6
(I don't remember letting go, of these things I've been living for)

So raise your hands and sing along to a song about a broken one
Who's seen this all before?
I've seen this all before",en,"Now and then you'll show your face again And you think we're still friends but I know you all to well Where did you go? Back to where we started Where did you go? Back to all we know, all we know So raise your hands and sing along to a song about a broken one Who's seen this all before? X2 We should be everything that we could be If only you could see how much you mean to me Where did I go? Back to where I started Where did I go? Back to all I know, all I know So raise your hands and sing along to a song about a broken one Who's seen this all before? X2 When did we turn from all that we know? x6 (I don't remember letting go, of these things I've been living for) So raise your hands and sing along to a song about a broken one Who's seen this all before? I've seen this all before",-0.9965052604675292,2020.0,,
6456,Barely Breathing,221720.0,Recover (deluxe),2020,Confide,,,6d11ffea-4810-3664-94c9-8f076bebd5df,,musicbrainz,"1 ContributorBarely Breathing LyricsCan't take your eyes off me
There's something you don't see
I am the one that you've been thinking of
You're tearing at the seems
But we'll make this right you see
I am the one that you've been dreaming of

If this is what you want from me
You'll have to try harder then that
I want to know just what you see
You must know I'm not like that
Do you think we have life easy?
I have to set you straight
Our life is not as you think it is
I hope you can see clearly now
Don't waste your life trying to live someone else's

Can't take your eyes off me
There's something you don't see
I am the one that you've been thinking of
You're tearing at the seems
But we'll make this right you see
I am the one that you've been dreaming of

We're staring at each other in the face
When will you learn I'm not easy to replace, oh!
Just watch yourself I'm not the same anymore
I've been waiting for someone like you
To come along, so I can say
What you're thinking of me is all wrong
Well at least, most of it
I'm sad to say I'm not the one
You'll ever want me to be
Don't waste your life trying to live someone else's


Can't take your eyes off me
There's something you don't see
I am the one that you've been thinking of
You're tearing at the seems
But we'll make this right you see
I am the one that you've been dreaming of
You think you know just how this goes
Don't believe what you've been told

You tell the world we've got it all
But we're barely breathing
You know the truth but you tell the world
X2
Can't take your eyes off me
There's something you don't see
I am the one that you've been thinking of
You're tearing at the seems
But we'll make this right you see
I am the one that you've been dreaming of",en,"Can't take your eyes off me There's something you don't see I am the one that you've been thinking of You're tearing at the seems But we'll make this right you see I am the one that you've been dreaming of If this is what you want from me You'll have to try harder then that I want to know just what you see You must know I'm not like that Do you think we have life easy? I have to set you straight Our life is not as you think it is I hope you can see clearly now Don't waste your life trying to live someone else's Can't take your eyes off me There's something you don't see I am the one that you've been thinking of You're tearing at the seems But we'll make this right you see I am the one that you've been dreaming of We're staring at each other in the face When will you learn I'm not easy to replace, oh! Just watch yourself I'm not the same anymore I've been waiting for someone like you To come along, so I can say What you're thinking of me is all wrong Well at least, most of it I'm sad to say I'm not the one You'll ever want me to be Don't waste your life trying to live someone else's Can't take your eyes off me There's something you don't see I am the one that you've been thinking of You're tearing at the seems But we'll make this right you see I am the one that you've been dreaming of You think you know just how this goes Don't believe what you've been told You tell the world we've got it all But we're barely breathing You know the truth but you tell the world X2 Can't take your eyes off me There's something you don't see I am the one that you've been thinking of You're tearing at the seems But we'll make this right you see I am the one that you've been dreaming of",0.9949852228164672,2020.0,,
6457,80B,193200.0,Recover (deluxe),2020,Confide,,,df1aa33a-e34d-30f6-bfa5-c16cbef93a32,,musicbrainz,"1 Contributor80B LyricsYou want to know what's inside my head
But I don't want to leave you hanging
If you knew what's inside my head
You would have chose to ask me nothing

Separation is not the key
I don't feel you close to me
I don't see you where I turn
I understand but I never learn
The path I chose is not easy
I have to ask, are you here with me?
I know that I'm not trying hard enough at all

I never knew I was big enough to see it
I never knew that you would open up that door
I never thought I ever wanted to open it up
But now I'm standing here waiting for more
And I am waiting for more and I am yours

You want to know what's inside my head
But I don't want to leave you hanging
If you knew what's inside my head
You would have chose to ask me nothing

I need somebody to answer me
Is this really what it seems?
Do you expect me to believe
This gap inside is because of me?


I didn't think I could be wrong
I've been like this for way too long
I know that I'm not trying hard enough at all

I never knew I was big enough to see it
I never knew that you would open up that door
I never thought I ever wanted to open it up
But now I'm standing here waiting for more
And I am waiting for more and I am yours

I left all I had behind for you
I left all I had behind for you, oh

I am yours...
And I am waiting for more and I am yours
And I am waiting for more and I am yours
(I never knew I was big enough to see it)
(I never knew that you would open up that door)
(I never thought I ever wanted to open it up)
(But now I'm standing here waiting for more)
And I am waiting for more and I am yours
And I am waiting for more and I am yours",en,"You want to know what's inside my head But I don't want to leave you hanging If you knew what's inside my head You would have chose to ask me nothing Separation is not the key I don't feel you close to me I don't see you where I turn I understand but I never learn The path I chose is not easy I have to ask, are you here with me? I know that I'm not trying hard enough at all I never knew I was big enough to see it I never knew that you would open up that door I never thought I ever wanted to open it up But now I'm standing here waiting for more And I am waiting for more and I am yours You want to know what's inside my head But I don't want to leave you hanging If you knew what's inside my head You would have chose to ask me nothing I need somebody to answer me Is this really what it seems? Do you expect me to believe This gap inside is because of me? I didn't think I could be wrong I've been like this for way too long I know that I'm not trying hard enough at all I never knew I was big enough to see it I never knew that you would open up that door I never thought I ever wanted to open it up But now I'm standing here waiting for more And I am waiting for more and I am yours I left all I had behind for you I left all I had behind for you, oh I am yours... And I am waiting for more and I am yours And I am waiting for more and I am yours (I never knew I was big enough to see it) (I never knew that you would open up that door) (I never thought I ever wanted to open it up) (But now I'm standing here waiting for more) And I am waiting for more and I am yours And I am waiting for more and I am yours",0.937943160533905,2020.0,,
6458,Tell Me I’m Not Alone,200253.0,Recover (deluxe),2020,Confide,,,04ad8030-a978-3f26-a6d7-2a409a4cdbe9,,musicbrainz,"3 ContributorsTell Me I’m Not Alone LyricsI know that you are right
I'm aware that you have plans
So I feel I need to sacrifice everything I want
And put it on hold
Although that we've been here
A million times before
I know that I just need to trust
In everything that I've been told

So tell me I'm not alone
I really should have seen this coming
How could I be so blind?
Be honest, tell me something
Am I really that far behind?

I really should have seen this coming
How could I be so blind?
Be honest, tell me something
Am I really that far behind?

I know what I should do but I never did ask you
I'm in a rut and I need to get out
And the only way I know is to come to you
And show you that I'm still here
Even though I disappear from time to time
I've had myself in mind
I know it's not fair to either of us now


So tell me I'm not alone
I really should have seen this coming
How could I be so blind?
Be honest, tell me something
Am I really that far behind?

I really should have seen this coming
How could I be so blind?
Be honest, tell me something
Am I really that far behind?

If I'm farther down this road
Then when we started this
Then everything I know is waiting on a ship
To sail on my own uncharted waters there
Because I can't breathe the air here

So can you tell me I'm not alone in this?
So tell me I'm not alone in this
So can you tell me I'm not alone in this?
So tell me I'm not alone

I really should have seen this coming
How could I be so blind?
Be honest, tell me something
Am I really that far behind?


I really should have seen this coming
How could I be so blind?
Be honest, tell me something
Am I really that far behind?",en,"I know that you are right I'm aware that you have plans So I feel I need to sacrifice everything I want And put it on hold Although that we've been here A million times before I know that I just need to trust In everything that I've been told So tell me I'm not alone I really should have seen this coming How could I be so blind? Be honest, tell me something Am I really that far behind? I really should have seen this coming How could I be so blind? Be honest, tell me something Am I really that far behind? I know what I should do but I never did ask you I'm in a rut and I need to get out And the only way I know is to come to you And show you that I'm still here Even though I disappear from time to time I've had myself in mind I know it's not fair to either of us now So tell me I'm not alone I really should have seen this coming How could I be so blind? Be honest, tell me something Am I really that far behind? I really should have seen this coming How could I be so blind? Be honest, tell me something Am I really that far behind? If I'm farther down this road Then when we started this Then everything I know is waiting on a ship To sail on my own uncharted waters there Because I can't breathe the air here So can you tell me I'm not alone in this? So tell me I'm not alone in this So can you tell me I'm not alone in this? So tell me I'm not alone I really should have seen this coming How could I be so blind? Be honest, tell me something Am I really that far behind? I really should have seen this coming How could I be so blind? Be honest, tell me something Am I really that far behind?",-0.9975910186767578,2020.0,,
6459,Write This Down,195880.0,Recover (deluxe),2020,Confide,,,7581399a-c8b3-3c47-a688-3700004e610d,,musicbrainz,"1 ContributorWrite This Down LyricsThe last thing I want to do is sit here
And write another song for you but God, you know
God, you know I have to

Is this what they want to hear?
I don't think they want to hear the truth but God, you know
God you know I have to

Don't forget to write this down, I'd rather now than later
This will be the last time you hear from me, I guarantee

I've got no place to go
I'm waiting for a sign
I'm putting up a fight
I'm holding on
When all is said and done
I need to realise I'm fighting for my love
You're by my side

The worst part is I cannot lie
I wish I could look you in the eye
And tell you how perfect I am
But the truth spills out
I am who I am

I'm not saying what you want me to say
It's not how you pictured this
So the truth is out and you've come to see
I'm not who you thought I was


You never thought I would say this to you
I'm just trying to tell you the truth

I've got no place to go
I'm waiting for a sign
I'm putting up a fight
I'm holding on
When all is said and done
I need to realise I'm fighting for my love
You're by my side",en,"The last thing I want to do is sit here And write another song for you but God, you know God, you know I have to Is this what they want to hear? I don't think they want to hear the truth but God, you know God you know I have to Don't forget to write this down, I'd rather now than later This will be the last time you hear from me, I guarantee I've got no place to go I'm waiting for a sign I'm putting up a fight I'm holding on When all is said and done I need to realise I'm fighting for my love You're by my side The worst part is I cannot lie I wish I could look you in the eye And tell you how perfect I am But the truth spills out I am who I am I'm not saying what you want me to say It's not how you pictured this So the truth is out and you've come to see I'm not who you thought I was You never thought I would say this to you I'm just trying to tell you the truth I've got no place to go I'm waiting for a sign I'm putting up a fight I'm holding on When all is said and done I need to realise I'm fighting for my love You're by my side",-0.9825966954231262,2020.0,,
6460,Burning Bridges,169293.0,Recover (deluxe),2020,Confide,,,f36fcbde-460e-31f3-8c12-b041bc121bcb,,musicbrainz,"1 ContributorBurning Bridges LyricsTell me how you feel when my mind is out of line, and not in your presence
Tell me you're not here, but I'm choosing, they're lies
Because I know for sure you won't let go
There's no surprise to me anymore that you
Have my heart, this close to yours, my mind is possessed with these thoughts

Tell me how you feel when my mind is out of line, and not in your presence
Tell me you're not here, I find to think, they're lies
X2
I don't know how it got to this, I may seem lost and that's just it
You always showed me ways that you exist, all this time I've been the worst there is
But you always provided away out of it, you always provided away out of it

Tell me how you feel when my mind is out of line, and not in your presence
Tell me you're not here, I find to think, they're lies
X2
I've been here for way to long, x2
It has to end, this has to end
I cannot be the boy you want me to be
I cannot see, unless you show me
I'm tired of waiting for the prize, why can't I just realize?
I don't know how it got to this, I may seem lost and that's just it

Tell me how you feel when my mind is out of line, and not in your presence
Tell me you're not here, I find to think, they're lies
X2",en,"Tell me how you feel when my mind is out of line, and not in your presence Tell me you're not here, but I'm choosing, they're lies Because I know for sure you won't let go There's no surprise to me anymore that you Have my heart, this close to yours, my mind is possessed with these thoughts Tell me how you feel when my mind is out of line, and not in your presence Tell me you're not here, I find to think, they're lies X2 I don't know how it got to this, I may seem lost and that's just it You always showed me ways that you exist, all this time I've been the worst there is But you always provided away out of it, you always provided away out of it Tell me how you feel when my mind is out of line, and not in your presence Tell me you're not here, I find to think, they're lies X2 I've been here for way to long, x2 It has to end, this has to end I cannot be the boy you want me to be I cannot see, unless you show me I'm tired of waiting for the prize, why can't I just realize? I don't know how it got to this, I may seem lost and that's just it Tell me how you feel when my mind is out of line, and not in your presence Tell me you're not here, I find to think, they're lies X2",-0.9396653771400452,2020.0,,
6461,Real Life,188306.0,Recover (deluxe),2020,Confide,,,8501f4ad-46ee-36c5-9e11-1557ce02e688,,musicbrainz,"1 ContributorReal Life LyricsIf I'm so alive, then why is a liveless snake around my neck
Gonna strike my bones to make me weak
Wake up and speak
Tell me what to believe?
I'm lost in speech, I cannot breathe
I must be falling deep, falling deep
I'm paniking. x2
I'm not in my scheme
But I won't let this bring me down
They want to see me fall down

I cannot be ignored, don't think, don't breathe without me
I cannot be alone, just say you'll never leave me
X2
Do you know the things I've done?
If you did would you still call me son?
Do you see the things I see?
The devils around my neck becoming apart of me
It's setting in, it's getting deeper and deeper
What's happening? x2
I'm paniking. x2
I'm not in my scheme
But I won't let this bring me down
They want to see me fall down

I cannot be ignored, don't think, don't breathe without me
I cannot be alone, just say you'll never leave me
I cannot be ignored, don't think, don't breathe without me
I cannot be alone
I won't mind if you take my time
Hold me now, I'm sorry, I need you


I cannot be ignored, don't think, don't breathe without me
I cannot be alone, just say you'll never leave me
X2",en,"If I'm so alive, then why is a liveless snake around my neck Gonna strike my bones to make me weak Wake up and speak Tell me what to believe? I'm lost in speech, I cannot breathe I must be falling deep, falling deep I'm paniking. x2 I'm not in my scheme But I won't let this bring me down They want to see me fall down I cannot be ignored, don't think, don't breathe without me I cannot be alone, just say you'll never leave me X2 Do you know the things I've done? If you did would you still call me son? Do you see the things I see? The devils around my neck becoming apart of me It's setting in, it's getting deeper and deeper What's happening? x2 I'm paniking. x2 I'm not in my scheme But I won't let this bring me down They want to see me fall down I cannot be ignored, don't think, don't breathe without me I cannot be alone, just say you'll never leave me I cannot be ignored, don't think, don't breathe without me I cannot be alone I won't mind if you take my time Hold me now, I'm sorry, I need you I cannot be ignored, don't think, don't breathe without me I cannot be alone, just say you'll never leave me X2",-0.9061120748519896,2020.0,,
6462,"Heaven, Heartache and the Power of Love",227000.0,"Heaven, Heartache and the Power of Love",2020-02-01,Trisha Yearwood,,,1ac0ef44-2573-4472-8128-669439ab4df7,,musicbrainz,"4 ContributorsHeaven, Heartache and the Power of Love LyricsHeaven, heartache and the power of love

They say up in Heaven the streets are gold
Once you get past the Pearly Gates
And the angels are singin'
At the top of a dove white staircase

And I say heartache can burn you down like hell
Leave you beggin', ""Baby, please don't go""
'Til you're scrapin' rock bottom
And cryin' in a deep dark hole

Oh, and love can make you fly like a rocket
Put you on top of the world

I'm talkin' 'bout
Heaven is where I hope I'm goin'
Heartache, that's where I've been
Heaven, heartache and the power of love

Well, the preacher says when your time is up
You take a chariot to the Lord
Well, I'm hopin' my chariot's
A torch red Thunderbird Ford

And my old flame said
""I hate to break it to you, darlin'
I was born the leavin' kind""
Left me standin' in the dark
Cryin', ""Why baby, why baby, why?""


Oh, but real love's got me back in the saddle
Shoutin' amen again

That's what I know about
Heaven is where I hope I'm goin'
Heartache, that's where I've been
Heaven, heartache and the power of love

I gotta keep lovin' and livin'
And learnin' and burnin'
Movin' on down the road

Heaven is where I hope I'm goin'
Heartache, that's where I've been
Heaven, heartache and the power of

Heaven, it's where I hope I'm goin'
Heartache, that's where I've been
Heaven, heartache and the power of love
Heaven, heartache and the power of love

Heaven, where I hope I'm goin'
Heartache, that's where I've been
Heaven, heartache

Heaven, that's where I'm goin'
Heartache, oh, that's where I've been
Heaven, that's where I hope I'm goin'",en,"Heaven, heartache and the power of love They say up in Heaven the streets are gold Once you get past the Pearly Gates And the angels are singin' At the top of a dove white staircase And I say heartache can burn you down like hell Leave you beggin', ""Baby, please don't go"" 'Til you're scrapin' rock bottom And cryin' in a deep dark hole Oh, and love can make you fly like a rocket Put you on top of the world I'm talkin' 'bout Heaven is where I hope I'm goin' Heartache, that's where I've been Heaven, heartache and the power of love Well, the preacher says when your time is up You take a chariot to the Lord Well, I'm hopin' my chariot's A torch red Thunderbird Ford And my old flame said ""I hate to break it to you, darlin' I was born the leavin' kind"" Left me standin' in the dark Cryin', ""Why baby, why baby, why?"" Oh, but real love's got me back in the saddle Shoutin' amen again That's what I know about Heaven is where I hope I'm goin' Heartache, that's where I've been Heaven, heartache and the power of love I gotta keep lovin' and livin' And learnin' and burnin' Movin' on down the road Heaven is where I hope I'm goin' Heartache, that's where I've been Heaven, heartache and the power of Heaven, it's where I hope I'm goin' Heartache, that's where I've been Heaven, heartache and the power of love Heaven, heartache and the power of love Heaven, where I hope I'm goin' Heartache, that's where I've been Heaven, heartache Heaven, that's where I'm goin' Heartache, oh, that's where I've been Heaven, that's where I hope I'm goin'",0.9959688186645508,2020.0,2.0,1.0
6463,This Is Me You’re Talking To,240000.0,"Heaven, Heartache and the Power of Love",2020-02-01,Trisha Yearwood,,,256bac3a-d290-4eaf-a1c2-cb06cb1b5c71,,musicbrainz,"6 ContributorsThis Is Me You’re Talking To LyricsThis was bound to happen
It was just a matter of time
This town is just too small for
Us to really say goodbye
You're smiling that smile that
You get when you're nervous
Like you don't quite know what to do
But this is me you're talking to
This is me you're talking to

I've heard you met somebody
It didn't take you very long
And I'll admit it isn't easy
Knowing you've moved on
But I can see how you could make any woman
Fall deep in love with you
This is me you're talking to

Me, the one who really knows you
Me, the one whose heart you've broken
Me, the one who was still hopin'
You might be missing me

We don't have to do this
We don't have to act like friends
As much as I would love to
I really just don't think I can
You don't have to tell me that you really love me
After all we have been through
'Cause this is me you're talking to


Me, the one who really knows you
Me, the one whose heart you've broken
Me, the one who was still hopin'
You might be missing me

Oh, and you don't have to say that you do
This is me you're talking to
This is me you're talking to",en,"This was bound to happen It was just a matter of time This town is just too small for Us to really say goodbye You're smiling that smile that You get when you're nervous Like you don't quite know what to do But this is me you're talking to This is me you're talking to I've heard you met somebody It didn't take you very long And I'll admit it isn't easy Knowing you've moved on But I can see how you could make any woman Fall deep in love with you This is me you're talking to Me, the one who really knows you Me, the one whose heart you've broken Me, the one who was still hopin' You might be missing me We don't have to do this We don't have to act like friends As much as I would love to I really just don't think I can You don't have to tell me that you really love me After all we have been through 'Cause this is me you're talking to Me, the one who really knows you Me, the one whose heart you've broken Me, the one who was still hopin' You might be missing me Oh, and you don't have to say that you do This is me you're talking to This is me you're talking to",0.9940574169158936,2020.0,2.0,1.0
